,content_id,user_id,engagement_type,engagement_value,seed,guidance_scale,num_inference_steps,artist_style,source,model_version,prompt_embedding
0,38318,1,EngagementType.MillisecondsEngagedWith,2750,13,10,75,movie: I-am-Sam,I-am-Sam,1.4,"[-50.44856713129593, 1.8829221188762044, 5.471858944867426, -5.261896472533713, 20.1841147828638, 9.44369620400287, 12.695625322989478, 18.88600009592742, -13.720852038443544, -14.641216431061457, -1.3438732641812876, -19.893801588247342, 15.815364752151634, 2.146976176157692, -3.2964062746079272, -6.666951234462019, 24.521495342440385, 2.221940855796722, 8.125309585945772, -5.0524393595538735, 10.619835527216548, -0.11794360230775178, 3.4701933537269616, 4.900354454689613, -7.673717806990358, -2.2162492501400863, -14.551902984233845, 6.07605916701804, -8.596803531828675, 2.0644157433797385, 1.5240568807149502, 15.59555344707762, -11.995454170434275, 6.019593605739714, -5.43001978340453, -11.746466839752854, -6.103019543681515, 2.5252208290941165, -2.1341850726263565, -1.3005324953615651, 1.963762404926052, 3.4477996843150973, -7.460256916737048, 1.489836175641717, 5.871115073207492, -10.261933224600666, 10.109732208484136, -1.2127481420832806, -4.813131084985632, 2.3610541168499233, 7.268991647182865, 1.8114189724402772, 7.768830294209161, 7.375278536397197, -9.56713339598547, -2.9716543773836075, -4.519383319905076, -0.31160446783559004, 4.751233042779241, 4.828874902554384, -3.7798000476423272, -6.112127614569977, -0.2856662567108573, 2.2242004460027713, -4.947272872506602, -0.9122455200499916, -1.328977962106476, 5.0552958433640836, 0.41152112418339615, -8.038714022034672, 0.15463878084740756, 0.035263904690914616, -10.627599647750513, -9.373220955865971, -1.5151210707063634, 1.125685286826974, 14.798718764614115, 18.148163788961792, -11.71451413037678, -5.834809560821306, -2.7481801838694437, -0.21467430463729475, -11.900101336480867, 12.740864660335427, -7.500327280372354, 3.8372727134426383, -14.096073662632364, 5.311905444013427, 8.693192591595361, -4.774254677442855, -6.72949626788292, -7.320154020498164, -9.972472723077832, -0.4423860373749031, 11.642530728836256, 2.1916433841452316, 7.354951019993957, -4.216191057823627, -7.740272034280259, 0.3674300899636069, 0.8000856999065877, -8.318079460650834, -3.805455356031896, -9.723638679880793, 9.152447790266203, -6.831748713063926, 14.791956040591495, -0.535407149466485, -4.085226106074254, 2.5839193091304393, 2.819846314166158, 4.176094229265636, -0.2012686099725621, 6.2846694572608275, 1.9864913802453243, 4.882689841967457, 2.730579694957479, 3.645555720136676, 1.961889912158552, 6.93557246162553, 4.584154002824787, -5.284593774183342, -6.3678211951990535, -1.991555774646134, 5.3168910301989625, -3.8835421016360128, 9.744983468479598, -0.3758868002772971, -0.7219877359748016, -2.7095534352184067, 2.2164146598492955, -3.435523210813259, 8.5587962466294, -0.2179477659455469, 4.404712501307997, -1.8796709248901784, 5.705206840951147, -4.671671438374046, 1.7338027864157446, 2.4001615308304074, -0.200438277496181, -7.247424374865894, 1.501810653966744, 1.531874284179904, 5.584519003733546, 2.3492614597602337, -8.612872225489198, 0.7167303507487209, -0.5302610341146593, -7.731235483704128, 0.7812633020056271, -0.9317943198475972, -4.920462333465921, 5.074222823414619, 0.7565852667190538, 0.5528942648913502, 4.414431733835358, -3.7040040918227697, 5.265437667729197, -1.599166561839442, -4.925071708085022, 5.108602961355313, 6.4984687770628815, 6.37580483134643, 3.942588170228487, 0.5607663056494616, -1.6861822105711342, -0.6965218669379213, 4.259270533123318, -0.20326748040455556, -0.8349995593286248, -17.40144240264305, -1.5103011888418212, 7.742092717343094, -2.1400500620302196, 0.18998969758178672, -5.276116221695245, -0.9156797191434228, 1.254377186964327, -6.372375169111992, -4.596753788797394, 6.276780293882227, -2.0924293599612387, 12.484297221103548, 1.5918577474034623, -0.4406270403731076, 2.2681396542524523, 3.219376246666558, -1.6210427398115268, 2.579221003969604, -6.209149412768996, 1.4340914318006612, -6.62706003072404, -1.0480906872115685, -6.226207132020042, -3.0686332713305275, 2.213452220126676, -0.6120505103681013, -5.394518308200831, 5.300997457403555, 7.039558744804669, 0.06612840882419069, 4.2702371472795235, -2.6452721334346183, 2.681024771590071, -1.4060490246946664, -4.078176610740072, 6.953174077686668, 3.0958739490709815, -4.352763282051217, -4.991480536516027, -3.623386390674195, -2.6887024666264447, -2.533846211973997, -5.96830562205634, 1.6588440489562195, 4.9672588339918375, -2.9986108028968195, -1.3813080414951813, -7.897526992667004, 2.883497533414998, 1.0300113512047884, -2.4354769164431147, -2.256756077896666, 4.050111546235571, -3.271061864756747, 2.6596461084961867, -1.3793267924917698, -7.810643723775187, 5.223173157854814, -0.6024914181200777, 9.698282680527685, -1.1562325849076345, 7.12291526049041, 6.622427018371441, -0.45496359387974206, -1.1058345837267958, 2.0921265474575073, -6.677945842870164, 1.6359696397972374, 0.8060262894174899, -0.6298419036026285, 2.6150032511918977, 2.744828660719887, 3.9729655254863743, -4.463273366870564, 5.750626419024554, -3.9773982007482656, -5.043594026065806, 1.9833627601675003, 4.461874504115912, 1.904090290110207, -0.16699614781358335, 4.226668289913174, -7.610138769051895, 5.650309327160341, -2.809475848765812, 8.18104982517742, -4.89106645262579, -5.1673444215278375, 0.345708450732673, -3.874581696989934, -0.9137126905861586, 1.8924399551077944, 7.861477434240705, 0.3206413924429259, 2.6998131579000515, -4.299984075384491, -3.5381577928834385, -5.691583808984867, -3.886979499761393, -2.5577468752642325, 8.871651845582022, 1.2164661988983787, -3.8709686473399665, -0.6138714169115346, 3.631021969302231, 5.272269255320098, -3.265411419293953, -0.34663523544732044, -2.7829908397522303, -6.723600800170937, 1.647571053452016, -1.1368492053007238, -8.343796393375735, 5.3454083219097, -6.1234360563370345, 2.8317057756105224, 2.681854640774967, -3.967301700143128, 3.641861050705758, -3.91154626250173, 1.9420807856737103, -2.987718759894729, -1.5837026109335846, 4.5360399714439135, 1.8066201202640295, 0.47631984141669886, 8.5179553313599, 0.397987571790174, -7.737867526225036, -2.650423818821729, -0.9740546314042052, -3.8519283722565856, -2.4687345730995247, 1.8604202996677088, -1.004946712584248, 9.031744193643965, 2.716163538820589, 6.165422206281434, 10.227413353992212, -1.516621606729056, -1.4914563751171774, -3.387482930800107, 2.573805537499454, 0.8110896952584404, -5.94269782012783, 7.4358191173227235, 2.2707883397261797, 5.449255419207748, 3.234053845541889, 0.6255061371617825, -0.6187488750834838, 5.565344937748852, 1.862389304890141, -4.997709971968772, 2.8697501361209636, -1.4529445236604135, 0.5365085551486887, 0.4816763664308065, 1.827612373295453, -0.9253777617424356, 2.7303755061615496, -1.8723700778298975, -11.53133440324733, 3.460354434252636, 1.2874642739273254, -7.386646738208213, 1.387065789445474, 2.038925167614604, 1.8177390012647097, 4.790434511858775, 5.668108464631268, -3.5819047970841886, 2.7622286747130524, 3.3941494545161675, 2.156100283727697, -7.040231341639256, -5.333469120221481, 4.6418130216350235, -4.5246694026374366, -4.2645568599511945, -4.280471564295927, 4.629231012299177, -2.140808925795005, -3.605662225325488, -7.256929510941216, 5.678028439873651, 2.239912625605618, -0.7017191470049999, 2.604491743060957, 3.907365849342188, -4.4087288122904, 3.1213932850745625, 4.410392154399438, 1.8455907625141437, 0.8587912022303569, -6.007359350502968, -1.767317091753951, -0.259030415714226, 0.8662847336149038, -0.9516056883380466, 2.6444848208570844, 1.2950323762275722, -2.286222035596518, -5.117894862769528, -5.3691778354179, -5.644339617657822, 6.887806806166171, -1.7452708143602345, 3.226637329465898, -2.3623585859268528, -2.889222157669237, 2.410798128331498, 2.992896878551484, -4.4987736452188285, -2.065303548154194, -2.775592828432886, -1.5779239736594664, 6.1489854136285675, 4.9065058218244895, -6.905223574526063, -1.8467307014479424, 9.139054747013883, 2.6352823226111437, -2.7822627694406443, 0.8949814788679544, 1.586031183053906, 4.44953841468717, 9.500013916584653, 0.2097201770675867, -0.3317456058835618, 2.6852539046227126, -1.8944606485994553, 1.6207367962596984, 3.493599791789244, -8.604964305919765, 1.9835134887848784, -0.4972510268910853, -6.338072575928887, 0.03731053021736269, 3.774815578987591, -2.3907449642046226, 1.6674494512536993, 2.68674000031671, -1.5963485700181392, -1.0740934329006762, 2.6134044353264647, 0.6031645730372843, -4.025471273797072, 1.8856462801690153, -8.501580702407722, -6.540620185251884, 1.77462604327761, 6.831524564932573, -2.314448562151712, 2.5273648243124502, 4.496025969561373, 5.0428432115515776, 2.2717419583119387, 1.403286568421228, 1.1416445842531848, -6.668247678533852, 1.388650857341196, -6.651856920689721, -4.465150407672414, 1.0820381435958013, 1.486947221194327, -0.8479408223144442, -5.503011615242822, -3.167265937773435, -3.4542499577432593, 2.71247165763831, -0.28315818668789394, 5.556851243240297, 1.056270928599545, 3.998573858825534, -3.7250586806242274, -0.9342488715107864, 3.030638438615336, 0.17021353281107127, -2.922207669293628, -6.978168490431451, -3.733594168945652, -0.06952280017860195, 3.4480554648130375, -1.5031332544767615, 4.709239571777375, 1.6291509878290036, 4.252261616531596, 9.569955929672986, 0.6617282351714947, -2.1354067935296572, -2.265931570367254, 2.8769619644166387, -0.9246532246504356, -7.648593675059099, 3.2350441469434563, 7.506069081641946, 1.4220889438236348, -5.920397228942642, -10.721846955917352, -0.6692090890034192, 4.736623719202182, -0.78637753645402, -3.538644404016975, -0.721256613113939, 3.514807103060294, 3.5498144720173443, -5.3175453404436075, -3.020548821727386, -3.1221583348955653, 1.8615271495782983, -8.549417499384464, -1.7825489949594375, 4.933333449555491, 4.286911713558109, -2.9895773685524314, -1.0959225895043396, 1.0609564385573207, -5.195948041782965, 3.178669139138307, -2.232941479164865, 0.1778984050880949, 1.248925713537826, 2.0963036568646127, 0.961007840280778, -7.686617571102134, -8.409073214405442, -1.3273235788733746, -3.0247077880354927, 1.4021428152219788, 7.334110240465701, -6.2134775598663285, -3.1125516900962418, 6.567360987739892, 2.103401815935011, -4.006077780750928, 7.281113646507058, 0.36698408329475024, -4.902398361960602, -0.9984275928112866]"
1,74487,1,EngagementType.MillisecondsEngagedWith,2150,13,4,75,other,other,1.4,"[-25.96657265448592, -3.07520748069031, -17.72841385045014, 2.901643944635902, 11.946178530061346, 20.210968931122224, 0.5933126703970463, 9.089852412503328, 3.508299772373752, -9.362891255549666, -4.762509952835967, -4.217948742391785, -16.60071243522531, 0.02393716667984963, 5.823566502557386, -7.224296010747779, 14.773032232121237, -21.08461217990851, 7.304597602962094, -0.2549787727633815, -6.2213691785864, -3.2606959538469673, -19.29445803364953, -11.78482758191328, -3.4617948014826943, -10.851518961871426, 0.28163711690172133, -9.505921061968095, 6.164851219133896, -13.323020194988477, -4.581942613513262, 4.3188228574511545, -12.30896672160172, -4.52911266457237, 0.03160545598313953, -9.186346803068783, 1.471990657849092, -6.836900093842586, 4.680958095492322, 5.6011875783320235, -5.360787543166048, -8.748143711935391, -2.336679085638539, -7.032849936698745, -8.002062873348788, -0.09873497377998396, -2.09327163758601, -15.433102833243666, -6.717814349661835, -4.609357665740127, -3.869625778377596, -4.075040663237991, 12.98024827048308, 10.892029316085017, 1.9080254543442257, 11.557447519702835, 2.7549960991113474, -2.297773140165175, -0.8295852732721822, 9.83294640141732, 1.238950690180746, 3.397880638761665, 0.7386382200495052, -1.367063001345618, -6.193764886160464, -1.0320501187290152, 0.015790388654758444, 3.871817211726228, -5.735635383793731, 3.0109392359243476, 4.437741936538242, 5.433799850455661, -3.568476729673968, 5.485562384055448, -3.9909422554375578, -5.113981025620275, -4.5758693596705715, 1.2191454850467005, -3.079973683537956, -14.25012428882509, -3.0702899092293583, -10.25053869007798, -3.2247480715667978, -1.1874743862319137, 5.33958959789674, -12.090059920920448, -1.3259761818008566, -12.554833196002866, -3.3964908425165503, -1.717016952291374, 4.592173660135396, -6.210021737802367, 10.430188750223914, 3.8027544565055225, -5.334584030584596, -2.97864281971845, -2.5189014450248437, -4.200877160672832, -1.3848583857116583, 1.298637610531579, -3.424531490041876, -0.9429982302218128, -2.584560856501039, 3.010981470771333, -0.5647640264836687, -9.24405492129737, 6.532163473160118, 3.4040004643392985, -13.56552627336775, -2.314152571760076, 0.7694012716808186, -0.5967268211396806, 0.962882279377532, 11.294188829597427, 7.45903160662023, 5.3421693356917075, -0.5480017653534579, -4.005461999936197, 3.1553868335898407, -1.727006564362651, -5.921544376137321, 0.7013694568506516, -11.194468360332392, -0.9831877520514336, -5.7999018768709725, -4.457006138062316, -3.2319836671093984, 3.6617938737077886, 1.7877694388585532, -1.5198587712320055, -6.549596376034844, -6.046078891762651, -0.44162855686452773, 1.929007365872815, -7.622884198286718, -0.13142835646887574, 3.1697557246682893, -2.7973862618370013, -2.4426659545687563, -12.097906800740674, 0.02091644000509464, -2.949480328646755, 12.05767250066828, 3.997836886231112, 4.513689850964282, -1.6541104413461498, 7.4194886216988145, -1.8645949160567303, -0.3308749512207072, -2.865169175938486, 3.2020566266183654, 7.812729549840678, -0.3234485176667552, -7.637011063144972, -9.8889976204082, 4.289947421908236, 0.1819999060228759, 2.423869664781954, -8.893131910377857, 0.036575611118451506, 3.3331182055962496, -5.158562377554343, -8.176641406571907, 6.923626789551773, -4.961729156641367, 4.277745816297229, -8.574963863412028, -0.1882393065501906, 2.0644469978808737, 5.073374519240885, -2.1184176223681024, 5.292246602376043, -0.19926934946016356, 3.6349606268167127, 4.644996078823289, -5.213657709388803, -4.603199934413236, 1.0944692881806375, 2.2323046069196053, 5.879599518306748, 3.3890588892568267, -0.6888541048437413, 1.900418802335051, -2.4220364960930896, -4.323209489206448, -6.845910458612469, 0.13718414316470068, -8.839006407847927, -0.023048418504472375, 3.7494344253825793, -0.2055932327906725, -7.227991224346312, 0.15260381328021136, 5.629097089721832, -1.9896056781636628, 6.3076045041270214, -0.5593175543958425, 2.3442018905288995, 2.4822060906463617, -2.0044301907631983, -12.844035885843743, -2.231495751650174, -0.11532429047053314, 3.6999403855142505, -0.559350251896451, 1.4547802467266708, -3.947782909992151, -0.7222124260046635, -6.677113397238693, -2.0565004006968515, 3.5137389427684167, -5.2865796414121, -6.6273994280091095, -8.466725022192527, -4.231499528107335, -0.474791638665078, 4.364726538771781, -4.68603250229555, 0.8727624626151542, -3.6774765480451648, -0.49427333606737894, -0.8851665686580564, 2.2598005882871557, 5.797630982914811, -1.2008106424242253, -4.124381489227815, 1.643362715154367, -1.0150683800347875, 2.9683486445380387, 1.797280914703309, 1.1831850060484093, -0.6975300989758885, 1.740752298289468, -5.307270921565732, 10.909273259514851, -4.577888179696241, -0.5984091612543428, 3.34325573656417, 0.7160076460212557, 0.1891260665651889, -0.4783248120035958, -3.5937090806256835, 7.764786306144168, 6.365746123555601, 4.520200047851227, 3.066461025230231, 3.2402772724593176, -2.910244731804984, 1.922281136448687, -5.259963755700609, 1.3132703593226651, -13.353565848443091, -4.4383183827633745, -2.568294180092422, -0.378645587728701, 6.100688674010041, -1.9162852673957464, 1.2119646970719835, 0.04625742936056217, -0.7080557390259126, -2.4115118269077542, -5.1866634113391985, 8.527471170392149, -6.0822530367681065, -1.7655148086713592, 7.973709806939035, -0.5420903182763936, 7.836622880321622, -2.95952987273479, -12.192168281307266, -3.768510803310152, 1.5429023677046705, 3.520554649073937, -6.928423464979833, -1.13368278607868, 2.559279863538894, -3.789075386643144, -0.9235703449868038, -0.8371199276953216, -1.489520171641021, -6.563203230486512, -1.1614388785109246, -2.741728218833082, 1.7390967434539133, 1.6820450912790192, 4.321592174201539, 0.43490861571975514, 3.78412474856224, 3.7940413085345455, -0.4451500141365251, 4.943006664575523, -0.1605398624303791, -3.7669188013941337, -0.5877531172039906, 1.4423519052563851, 5.701018169284868, -5.2469396785740425, 7.821216878444326, -4.369156106206383, 2.839860882220284, 3.865970513241501, 10.351106137128587, -5.534304363894019, 2.6739494708483744, 4.168459555559948, 0.019685905607029663, -8.708743667067365, -4.872885978131478, 3.5745417709102174, -1.5105475658561909, -1.217909424760338, -4.336976072030598, 4.129150130523067, -0.11455860833233796, -1.7473932678595183, -9.152881017300624, 0.5103908694222075, 3.8897825047154586, 1.9771515956514307, -5.515046325147478, -0.2544460504184432, -4.073475391477963, -3.4821795648814144, -3.7552577935235543, 1.772131035324608, -1.2177104292160532, 3.012142277244809, -3.1516595300675947, -1.6563760596509096, 2.767889034312479, 3.964691754603382, 1.3436742106055724, -5.737995573841633, -2.2059559114117127, 7.421335706586201, 1.4561956036534165, 4.182202678324457, 3.842238468777361, -3.4451348426046784, -3.313034292272544, 5.713611395540955, 12.49936318467446, -1.1864429730984538, -6.542353995866857, -6.278696650661485, -1.7475918261021477, -3.3495124483601377, 5.451888736629344, 2.8346807378380374, 2.866775451521414, -0.09002293998414096, 4.0405978524738, 0.9480133879288144, -5.527457280167923, 1.9943333211876193, -2.157279575615932, 6.873536858500812, -3.5899647788334517, 4.252469574580695, 5.210439288321698, 1.0852699124764449, -0.8578423515315496, 2.9151186960247824, 4.209146469972726, -2.1324389364247436, 2.291998131403176, 0.8780879787722903, 0.3009635949146344, -0.7934633900749486, 4.187327736916096, -7.2182571299220815, 4.645576908992703, -5.682019085331852, 1.9508519190497384, -3.2874001077414237, -3.53690460566287, -0.6599117409619735, -0.4992796490277149, 0.8618855275069746, 0.9060577846881558, 1.976783691328435, -1.2651459999521903, 3.534161745020794, 3.760076124338029, 3.736355365069584, 3.6313350476575, -0.3914823250030714, -2.900975346765715, -0.04235286626055363, -0.3746367146052578, -2.3197643286916936, 4.284529666238186, -8.28230660599026, -1.4689173209624964, -0.07248696261427359, -1.454324497441639, -2.4630064180991034, 1.107214558274373, -0.7891604561395255, 7.313068713717382, 7.114309544493594, -4.473608232309596, -0.6790418759988092, 3.9939477836808224, 3.249229438548076, 3.6444575650475457, -6.3193367595553624, 10.151218127735175, -7.935048449375024, 7.336953593537584, -3.471490310493326, 2.986339795197276, -1.4248288974929002, 3.1974988145173127, 3.261228345260813, -5.167810485222487, 3.641317656201643, 1.04802297914702, -7.127544659841452, 3.3127922032001713, 3.76660468796975, 0.229769759886022, -3.9281326803520447, 1.057704861896886, 3.969992979440789, 0.912662345162081, 3.241316111471632, 1.5928401745563747, 3.652220318718548, -4.813421287760748, 0.3849926629512684, 0.31926013911225115, 0.6087262824516155, -3.2711815591341726, -3.563564935379077, -0.4515027767694075, -3.165976571267357, -7.078005576891347, -2.223107058815873, -0.15341975079116804, -8.299917259036407, 2.987168916909237, 9.01915983981766, -4.010133273693424, -9.221576313362648, -0.5252456151871452, 6.0339596307213, 4.860989444575651, 3.042677832480692, 6.253935535571532, -0.3567975678671724, -1.186004097096954, -4.355914573540068, 4.988651870252277, -0.9164582665940088, 1.225819252769968, 0.8093189967217641, 4.605714071606599, -2.059460348424089, 2.417509737411214, -3.55761113610819, -1.722359746937427, 0.3918725401581007, -4.415684122832389, 3.256457110295563, -0.29384576225275066, -6.248259153365513, -3.498729016138443, 2.4887145204812, 1.4465296393495932, -2.9476215252996427, -4.363262098356515, -1.197927615716646, 1.69002797144925, -1.9682023484649545, 7.388477359896307, 0.31162455248071236, -4.878191966324072, 1.553337321423346, -0.6137681142768828, 3.584513987822345, -0.5877218392085521, 4.242169745467772, -0.7655849252105886, -0.3250826759204052, -2.3901275147280305, -1.9205160327175923, 7.37063908202503, -3.937783141772939, 1.2184148913022623, -6.34911099511387, -1.2616801240772468, -0.9761262886460952, 3.3023004178415896, 7.605556285467597, 2.7644913215252553, 1.868061731492622, 0.21934120588522055, -1.7616420996821978, 3.746621142004716, 0.670464926134938, -1.9824257054537655, 2.272044389606407, 2.6455975618440473, 1.9856432582213213, 5.8929829085579515, -4.170075835538113, 1.3051117151061755, 2.5694150281274744, -2.791794188263999, 4.097972102513736, 3.1855123033929194]"
