"id","user_id","content_id","engagement_type","engagement_value","created_date"
"5664","18","112915","MillisecondsEngagedWith","1856","2022-11-14 20:26:19"
"5665","18","115446","MillisecondsEngagedWith","1217","2022-11-14 20:26:20"
"5666","18","37399","Like","1","2022-11-14 20:26:29"
"5667","18","37399","MillisecondsEngagedWith","4508","2022-11-14 20:26:29"
"5668","18","99534","Like","1","2022-11-14 20:26:39"
"5669","18","118148","MillisecondsEngagedWith","1657","2022-11-14 20:26:41"
"5670","18","31193","MillisecondsEngagedWith","1092","2022-11-14 20:26:43"
"5671","18","33239","MillisecondsEngagedWith","1075","2022-11-14 20:26:44"
"5672","18","52921","MillisecondsEngagedWith","1134","2022-11-14 20:26:47"
"5673","18","54853","MillisecondsEngagedWith","1025","2022-11-14 20:26:48"
"5674","18","82669","MillisecondsEngagedWith","1008","2022-11-14 20:26:50"
"5675","18","98861","Like","1","2022-11-14 20:26:52"
"5676","18","98861","MillisecondsEngagedWith","3177","2022-11-14 20:26:53"
"5677","18","100130","MillisecondsEngagedWith","1033","2022-11-14 20:26:55"
"5678","18","100130","Like","-1","2022-11-14 20:26:58"
"5679","18","108726","Like","1","2022-11-14 20:27:00"
"5680","18","108726","MillisecondsEngagedWith","2275","2022-11-14 20:27:01"
"5681","18","126109","MillisecondsEngagedWith","36560","2022-11-14 20:27:38"
"5682","18","75400","MillisecondsEngagedWith","1849","2022-11-14 20:27:45"
"5683","18","80721","MillisecondsEngagedWith","1132","2022-11-14 20:27:47"
"5684","18","73098","Like","-1","2022-11-14 20:27:49"
"5685","18","84749","MillisecondsEngagedWith","3741","2022-11-14 20:27:55"
"5686","18","103994","Like","1","2022-11-14 20:28:01"
"5687","18","103994","MillisecondsEngagedWith","3300","2022-11-14 20:28:01"
"5688","18","103760","Like","-1","2022-11-14 20:28:02"
"5689","18","123170","Like","1","2022-11-14 20:28:21"
"5690","18","123170","MillisecondsEngagedWith","1975","2022-11-14 20:28:22"
"5691","18","47970","MillisecondsEngagedWith","2846","2022-11-14 20:28:29"
"5692","18","73719","Like","1","2022-11-14 20:28:36"
"5693","18","73719","MillisecondsEngagedWith","5225","2022-11-14 20:28:37"
"5694","18","98038","Like","1","2022-11-14 20:28:40"
"5695","18","98038","MillisecondsEngagedWith","1233","2022-11-14 20:28:40"
"5696","18","89724","Like","-1","2022-11-14 20:28:42"
"5697","18","104556","MillisecondsEngagedWith","2649","2022-11-14 20:28:53"
"5698","18","108052","Like","-1","2022-11-14 20:28:57"
"5699","18","108052","MillisecondsEngagedWith","4942","2022-11-14 20:28:58"
"5700","18","112708","MillisecondsEngagedWith","1782","2022-11-14 20:29:00"
"5701","18","123170","MillisecondsEngagedWith","1650","2022-11-14 20:29:05"
"5702","18","33984","MillisecondsEngagedWith","2176","2022-11-14 20:29:15"
"5703","18","123275","Like","1","2022-11-14 20:29:31"
"5704","18","56225","MillisecondsEngagedWith","1434","2022-11-14 20:29:42"
"5705","18","68976","MillisecondsEngagedWith","1767","2022-11-14 20:29:44"
"5706","18","82909","MillisecondsEngagedWith","2249","2022-11-14 20:29:47"
"5707","18","129234","Like","1","2022-11-14 20:29:51"
"5708","18","129234","MillisecondsEngagedWith","1735","2022-11-14 20:29:51"
"5709","18","126980","Like","1","2022-11-14 20:29:52"
"5710","18","38118","Like","-1","2022-11-14 20:29:58"
"5711","18","38118","MillisecondsEngagedWith","2809","2022-11-14 20:29:59"
"5712","18","62441","MillisecondsEngagedWith","1291","2022-11-14 20:30:02"
"5713","18","54750","MillisecondsEngagedWith","1008","2022-11-14 20:30:16"
"5714","18","106462","Like","1","2022-11-14 20:30:21"
"5715","18","106462","MillisecondsEngagedWith","1765","2022-11-14 20:30:21"
"5716","18","109799","Like","-1","2022-11-14 20:30:35"
"5717","18","109799","MillisecondsEngagedWith","11266","2022-11-14 20:30:35"
"5718","18","118704","Like","1","2022-11-14 20:30:37"
"5719","18","86857","Like","1","2022-11-14 20:30:46"
"5720","18","108810","Like","1","2022-11-14 20:30:50"
"5721","18","108810","MillisecondsEngagedWith","2918","2022-11-14 20:30:51"
"5722","18","44109","Like","-1","2022-11-14 20:31:03"
"5723","18","84242","MillisecondsEngagedWith","1007","2022-11-14 20:31:05"
"5724","18","98429","Like","1","2022-11-14 20:31:08"
"5725","18","128065","MillisecondsEngagedWith","68584","2022-11-14 20:32:25"
"5726","18","57151","Like","1","2022-11-14 20:32:31"
"5727","18","60866","Like","-1","2022-11-14 20:32:34"
"5728","18","86429","MillisecondsEngagedWith","1333","2022-11-14 20:32:38"
"5729","18","98890","Like","1","2022-11-14 20:32:40"
"5730","18","89798","Like","1","2022-11-14 20:32:44"
"5731","18","89798","MillisecondsEngagedWith","2459","2022-11-14 20:32:45"
"5732","18","128613","Like","-1","2022-11-14 20:32:49"
"5733","18","128613","MillisecondsEngagedWith","2767","2022-11-14 20:32:50"
"5734","18","78017","MillisecondsEngagedWith","1152","2022-11-14 20:33:00"
"5735","18","89601","MillisecondsEngagedWith","1384","2022-11-14 20:33:04"
"5736","18","89601","Like","-1","2022-11-14 20:33:07"
"5737","18","109664","MillisecondsEngagedWith","1708","2022-11-14 20:33:19"
"5738","18","65664","MillisecondsEngagedWith","1275","2022-11-14 20:55:37"
"5739","18","65664","Like","-1","2022-11-14 20:55:37"
"5740","18","85617","MillisecondsEngagedWith","1220","2022-11-14 20:55:39"
"5741","18","85617","Like","1","2022-11-14 20:55:40"
"5742","18","105922","Like","-1","2022-11-14 20:55:43"
"5743","18","105922","MillisecondsEngagedWith","1983","2022-11-14 20:55:44"
"5744","18","115996","Like","-1","2022-11-14 20:55:51"
"5745","18","115996","MillisecondsEngagedWith","6119","2022-11-14 20:55:52"
"5746","18","133143","MillisecondsEngagedWith","1133","2022-11-14 20:55:53"
"5747","18","33785","Like","-1","2022-11-14 20:55:56"
"5748","18","33785","MillisecondsEngagedWith","3208","2022-11-14 20:55:57"
"5749","18","37195","MillisecondsEngagedWith","1092","2022-11-14 20:56:00"
"5750","18","70666","Like","-1","2022-11-14 20:56:13"
"5751","18","70666","MillisecondsEngagedWith","6931","2022-11-14 20:56:13"
"5752","18","79771","MillisecondsEngagedWith","1641","2022-11-14 20:56:15"
"5753","18","127233","MillisecondsEngagedWith","1199","2022-11-14 20:56:18"
"5754","18","59770","Like","-1","2022-11-14 20:56:25"
"5755","18","78020","MillisecondsEngagedWith","1466","2022-11-14 20:56:27"
"5756","32","52319","MillisecondsEngagedWith","1999","2022-11-14 22:53:26"
"5757","32","69962","MillisecondsEngagedWith","1965","2022-11-14 22:53:28"
"5758","32","52319","MillisecondsEngagedWith","83180","2022-11-14 22:54:51"
"5759","32","73098","MillisecondsEngagedWith","3233","2022-11-14 22:54:57"
"5760","32","76288","MillisecondsEngagedWith","14849","2022-11-14 22:55:11"
"5761","32","52319","Like","1","2022-11-14 22:55:13"
"5762","32","52319","MillisecondsEngagedWith","2800","2022-11-14 22:55:14"
"5763","32","69962","Like","-1","2022-11-14 22:55:17"
"5764","32","69962","MillisecondsEngagedWith","2985","2022-11-14 22:55:17"
"5765","32","73098","Like","-1","2022-11-14 22:55:24"
"5766","32","73098","MillisecondsEngagedWith","6662","2022-11-14 22:55:24"
"5767","32","76288","Like","1","2022-11-14 22:55:27"
"5768","32","76288","MillisecondsEngagedWith","2952","2022-11-14 22:55:27"
"5769","32","90808","Like","-1","2022-11-14 22:55:30"
"5770","32","90808","MillisecondsEngagedWith","3103","2022-11-14 22:55:30"
"5771","32","107336","Like","-1","2022-11-14 22:55:38"
"5772","32","107336","MillisecondsEngagedWith","8606","2022-11-14 22:55:39"
"5773","32","113250","Like","1","2022-11-14 22:55:45"
"5774","32","113250","MillisecondsEngagedWith","7415","2022-11-14 22:55:46"
"5775","32","126765","Like","1","2022-11-14 22:55:47"
"5776","32","126765","MillisecondsEngagedWith","3757","2022-11-14 22:55:50"
"5777","32","52319","MillisecondsEngagedWith","1034","2022-11-14 22:56:02"
"5778","32","40262","Like","1","2022-11-14 22:56:03"
"5779","32","40262","MillisecondsEngagedWith","1566","2022-11-14 22:56:03"
"5780","32","52319","MillisecondsEngagedWith","2542","2022-11-14 22:56:06"
"5781","32","56015","MillisecondsEngagedWith","4718","2022-11-14 22:56:10"
"5782","32","63605","Like","1","2022-11-14 22:56:12"
"5783","32","63605","MillisecondsEngagedWith","4268","2022-11-14 22:56:15"
"5784","32","82909","Like","1","2022-11-14 22:56:25"
"5785","32","82909","MillisecondsEngagedWith","10350","2022-11-14 22:56:25"
"5786","32","90184","Like","1","2022-11-14 22:56:26"
"5787","32","90184","MillisecondsEngagedWith","11034","2022-11-14 22:56:36"
"5788","32","105280","Like","1","2022-11-14 22:56:46"
"5789","32","105280","MillisecondsEngagedWith","11383","2022-11-14 22:56:48"
"5790","32","113990","Like","-1","2022-11-14 22:56:51"
"5791","32","113990","MillisecondsEngagedWith","4549","2022-11-14 22:56:52"
"5792","32","122035","Like","-1","2022-11-14 22:56:53"
"5793","32","122035","MillisecondsEngagedWith","1700","2022-11-14 22:56:54"
"5794","32","34305","Like","-1","2022-11-14 22:56:56"
"5795","32","50733","Like","-1","2022-11-14 22:56:59"
"5796","32","50733","MillisecondsEngagedWith","2000","2022-11-14 22:56:59"
"5797","32","59702","Like","-1","2022-11-14 22:57:01"
"5798","32","59702","MillisecondsEngagedWith","2033","2022-11-14 22:57:01"
"5799","32","63442","Like","-1","2022-11-14 22:57:03"
"5800","32","63442","MillisecondsEngagedWith","2218","2022-11-14 22:57:03"
"5801","32","74862","Like","-1","2022-11-14 22:57:05"
"5802","32","74862","MillisecondsEngagedWith","1133","2022-11-14 22:57:06"
"5803","32","76288","MillisecondsEngagedWith","4031","2022-11-14 22:57:10"
"5804","32","78333","Like","-1","2022-11-14 22:57:11"
"5805","32","115111","Like","1","2022-11-14 22:57:13"
"5806","32","115111","MillisecondsEngagedWith","3135","2022-11-14 22:57:13"
"5807","32","123048","Like","-1","2022-11-14 22:57:21"
"5808","32","123048","MillisecondsEngagedWith","7567","2022-11-14 22:57:21"
"5809","32","124422","Like","-1","2022-11-14 22:57:32"
"5810","32","124422","MillisecondsEngagedWith","11100","2022-11-14 22:57:33"
"5811","32","30707","Like","1","2022-11-14 22:57:36"
"5812","32","30707","MillisecondsEngagedWith","3849","2022-11-14 22:57:37"
"5813","32","46336","Like","-1","2022-11-14 22:57:39"
"5814","32","46336","MillisecondsEngagedWith","2031","2022-11-14 22:57:39"
"5815","32","60952","Like","-1","2022-11-14 22:57:41"
"5816","32","60952","MillisecondsEngagedWith","1951","2022-11-14 22:57:41"
"5817","32","69547","Like","-1","2022-11-14 22:57:43"
"5818","32","69547","MillisecondsEngagedWith","2117","2022-11-14 22:57:43"
"5819","32","77562","Like","-1","2022-11-14 22:57:44"
"5820","32","77562","MillisecondsEngagedWith","1666","2022-11-14 22:57:45"
"5821","32","90114","Like","1","2022-11-14 22:57:51"
"5822","32","90114","MillisecondsEngagedWith","6349","2022-11-14 22:57:51"
"5823","32","90114","MillisecondsEngagedWith","1369","2022-11-14 22:57:53"
"5824","32","112718","Like","1","2022-11-14 22:57:55"
"5825","32","112718","MillisecondsEngagedWith","2399","2022-11-14 22:57:56"
"5826","32","118301","Like","1","2022-11-14 22:57:57"
"5827","32","118301","MillisecondsEngagedWith","1933","2022-11-14 22:57:58"
"5828","32","132974","Like","1","2022-11-14 22:58:01"
"5829","32","132974","MillisecondsEngagedWith","3183","2022-11-14 22:58:02"
"5830","32","31707","Like","-1","2022-11-14 22:58:04"
"5831","32","39562","MillisecondsEngagedWith","3701","2022-11-14 22:58:05"
"5832","32","48752","MillisecondsEngagedWith","1917","2022-11-14 22:58:07"
"5833","32","58669","Like","-1","2022-11-14 22:58:10"
"5834","32","58669","MillisecondsEngagedWith","2866","2022-11-14 22:58:10"
"5835","32","63343","Like","-1","2022-11-14 22:58:13"
"5836","32","63343","MillisecondsEngagedWith","3217","2022-11-14 22:58:13"
"5837","32","67425","MillisecondsEngagedWith","1016","2022-11-14 22:58:14"
"5838","32","44658","Like","-1","2022-11-14 22:58:32"
"5839","32","44658","MillisecondsEngagedWith","2918","2022-11-14 22:58:32"
"5840","32","63092","MillisecondsEngagedWith","4367","2022-11-14 22:58:37"
"5841","32","92663","Like","-1","2022-11-14 22:58:38"
"5842","32","92663","MillisecondsEngagedWith","2498","2022-11-14 22:58:39"
"5843","32","102948","Like","1","2022-11-14 22:58:41"
"5844","32","102948","MillisecondsEngagedWith","1615","2022-11-14 22:58:41"
"5845","32","103182","Like","1","2022-11-14 22:58:42"
"5846","32","103182","MillisecondsEngagedWith","1583","2022-11-14 22:58:43"
"5847","32","105124","Like","1","2022-11-14 22:58:44"
"5848","32","112467","Like","-1","2022-11-14 22:58:47"
"5849","32","114291","MillisecondsEngagedWith","2484","2022-11-14 22:58:47"
"5850","32","112467","MillisecondsEngagedWith","7317","2022-11-14 22:58:50"
"5851","32","114291","Like","1","2022-11-14 22:58:52"
"5852","32","114291","MillisecondsEngagedWith","2649","2022-11-14 22:58:53"
"5853","32","115373","Like","-1","2022-11-14 22:58:56"
"5854","32","115373","MillisecondsEngagedWith","3251","2022-11-14 22:58:56"
"5855","32","129041","Like","-1","2022-11-14 22:58:57"
"5856","32","129041","MillisecondsEngagedWith","1683","2022-11-14 22:58:58"
"5857","32","52478","Like","-1","2022-11-14 22:58:59"
"5858","32","52478","MillisecondsEngagedWith","2200","2022-11-14 22:59:00"
"5859","32","53047","Like","-1","2022-11-14 22:59:01"
"5860","32","53047","MillisecondsEngagedWith","1981","2022-11-14 22:59:02"
"5861","32","53332","Like","1","2022-11-14 22:59:04"
"5862","32","53332","MillisecondsEngagedWith","2083","2022-11-14 22:59:04"
"5863","32","54173","Like","-1","2022-11-14 22:59:09"
"5864","32","54173","MillisecondsEngagedWith","4882","2022-11-14 22:59:09"
"5865","32","59071","Like","-1","2022-11-14 22:59:11"
"5866","32","59071","MillisecondsEngagedWith","3050","2022-11-14 22:59:12"
"5867","32","68155","Like","-1","2022-11-14 22:59:14"
"5868","32","68155","MillisecondsEngagedWith","2181","2022-11-14 22:59:14"
"5869","32","71895","Like","-1","2022-11-14 22:59:16"
"5870","32","71895","MillisecondsEngagedWith","2150","2022-11-14 22:59:16"
"5871","32","79846","Like","1","2022-11-14 22:59:18"
"5872","32","79846","MillisecondsEngagedWith","4234","2022-11-14 22:59:21"
"5873","32","90606","Like","1","2022-11-14 22:59:22"
"5874","32","90606","MillisecondsEngagedWith","2081","2022-11-14 22:59:23"
"5875","32","100279","Like","1","2022-11-14 22:59:24"
"5876","32","100279","MillisecondsEngagedWith","1500","2022-11-14 22:59:24"
"5877","32","30079","Like","1","2022-11-14 22:59:26"
"5878","32","30079","MillisecondsEngagedWith","3900","2022-11-14 22:59:28"
"5879","32","50524","Like","1","2022-11-14 22:59:29"
"5880","32","50524","MillisecondsEngagedWith","1566","2022-11-14 22:59:29"
"5881","32","62727","Like","1","2022-11-14 22:59:34"
"5882","32","62727","MillisecondsEngagedWith","5249","2022-11-14 22:59:35"
"5883","32","74357","Like","1","2022-11-14 22:59:37"
"5884","32","74357","MillisecondsEngagedWith","2401","2022-11-14 22:59:37"
"5885","32","84973","Like","-1","2022-11-14 22:59:39"
"5886","32","84973","MillisecondsEngagedWith","1966","2022-11-14 22:59:39"
"5887","32","102201","MillisecondsEngagedWith","2301","2022-11-14 22:59:42"
"5888","32","113370","Like","1","2022-11-14 22:59:43"
"5889","32","113370","MillisecondsEngagedWith","3217","2022-11-14 22:59:45"
"5890","32","29862","MillisecondsEngagedWith","1788","2022-11-14 22:59:48"
"5891","32","43661","Like","-1","2022-11-14 22:59:50"
"5892","32","43661","MillisecondsEngagedWith","2218","2022-11-14 22:59:50"
"5893","32","58492","Like","-1","2022-11-14 22:59:52"
"5894","32","58492","MillisecondsEngagedWith","2216","2022-11-14 22:59:53"
"5895","32","77039","Like","1","2022-11-14 22:59:55"
"5896","32","77039","MillisecondsEngagedWith","2949","2022-11-14 22:59:56"
"5897","32","81393","Like","-1","2022-11-14 22:59:57"
"5898","32","81393","MillisecondsEngagedWith","1450","2022-11-14 22:59:57"
"5899","32","104669","Like","-1","2022-11-14 23:00:00"
"5900","32","104669","MillisecondsEngagedWith","3032","2022-11-14 23:00:00"
"5901","32","107216","Like","-1","2022-11-14 23:00:03"
"5902","32","107216","MillisecondsEngagedWith","2800","2022-11-14 23:00:03"
"5903","32","109461","Like","-1","2022-11-14 23:00:05"
"5904","32","109461","MillisecondsEngagedWith","18385","2022-11-14 23:00:21"
"5905","32","126506","Like","-1","2022-11-14 23:00:26"
"5906","32","126506","MillisecondsEngagedWith","4883","2022-11-14 23:00:26"
"5907","32","133131","Like","-1","2022-11-14 23:00:41"
"5908","32","133131","MillisecondsEngagedWith","15783","2022-11-14 23:00:42"
"5909","32","33072","Like","-1","2022-11-14 23:00:45"
"5910","32","33072","MillisecondsEngagedWith","3865","2022-11-14 23:00:46"
"5911","32","38858","Like","-1","2022-11-14 23:00:48"
"5912","32","38858","MillisecondsEngagedWith","2534","2022-11-14 23:00:48"
"5913","32","75779","Like","-1","2022-11-14 23:00:50"
"5914","32","75779","MillisecondsEngagedWith","1898","2022-11-14 23:00:50"
"5915","32","75855","Like","-1","2022-11-14 23:00:52"
"5916","32","75855","MillisecondsEngagedWith","2768","2022-11-14 23:00:53"
"5917","32","86857","Like","1","2022-11-14 23:00:54"
"5918","32","86857","MillisecondsEngagedWith","2567","2022-11-14 23:00:55"
"5919","32","92370","Like","1","2022-11-14 23:00:56"
"5920","32","92370","MillisecondsEngagedWith","2690","2022-11-14 23:00:58"
"5921","32","106283","Like","-1","2022-11-14 23:01:00"
"5922","32","106283","MillisecondsEngagedWith","2215","2022-11-14 23:01:00"
"5923","32","118226","Like","1","2022-11-14 23:01:02"
"5924","32","118226","MillisecondsEngagedWith","6517","2022-11-14 23:01:06"
"5925","32","120407","Like","-1","2022-11-14 23:01:09"
"5926","32","120407","MillisecondsEngagedWith","2717","2022-11-14 23:01:09"
"5927","32","123614","Like","-1","2022-11-14 23:01:12"
"5928","32","123614","MillisecondsEngagedWith","3231","2022-11-14 23:01:12"
"5929","32","28853","MillisecondsEngagedWith","1349","2022-11-14 23:01:14"
"5930","32","37140","MillisecondsEngagedWith","1528","2022-11-14 23:01:16"
"5931","32","49004","MillisecondsEngagedWith","18780","2022-11-14 23:01:35"
"5932","32","49004","MillisecondsEngagedWith","11233","2022-11-14 23:01:47"
"5933","32","35874","MillisecondsEngagedWith","1078","2022-11-14 23:01:50"
"5934","32","35874","MillisecondsEngagedWith","1350","2022-11-14 23:01:52"
"5935","32","50747","MillisecondsEngagedWith","1131","2022-11-14 23:01:53"
"5936","32","50747","Like","-1","2022-11-14 23:01:55"
"5937","32","62277","Like","-1","2022-11-14 23:01:56"
"5938","32","62277","MillisecondsEngagedWith","2834","2022-11-14 23:01:56"
"5939","32","65903","Like","-1","2022-11-14 23:01:57"
"5940","32","65903","MillisecondsEngagedWith","1700","2022-11-14 23:01:58"
"5941","32","71681","Like","-1","2022-11-14 23:01:59"
"5942","32","71681","MillisecondsEngagedWith","2549","2022-11-14 23:02:00"
"5943","32","75619","Like","-1","2022-11-14 23:02:03"
"5944","32","75619","MillisecondsEngagedWith","3030","2022-11-14 23:02:03"
"5945","32","106677","Like","1","2022-11-14 23:02:06"
"5946","32","106677","MillisecondsEngagedWith","3688","2022-11-14 23:02:07"
"5947","32","113331","Like","-1","2022-11-14 23:02:10"
"5948","32","113331","MillisecondsEngagedWith","3349","2022-11-14 23:02:10"
"5949","32","125194","Like","1","2022-11-14 23:02:12"
"5950","32","125194","MillisecondsEngagedWith","2966","2022-11-14 23:02:13"
"5951","32","42954","MillisecondsEngagedWith","2131","2022-11-14 23:02:15"
"5952","32","59455","MillisecondsEngagedWith","3683","2022-11-14 23:02:19"
"5953","32","75099","MillisecondsEngagedWith","2167","2022-11-14 23:02:22"
"5954","32","81852","Like","1","2022-11-14 23:02:23"
"5955","32","81852","MillisecondsEngagedWith","2683","2022-11-14 23:02:24"
"5956","32","103073","MillisecondsEngagedWith","1533","2022-11-14 23:02:25"
"5957","32","107960","Like","-1","2022-11-14 23:02:36"
"5958","32","107960","MillisecondsEngagedWith","11616","2022-11-14 23:02:37"
"5959","32","112816","Like","1","2022-11-14 23:02:38"
"5960","32","112816","MillisecondsEngagedWith","2251","2022-11-14 23:02:39"
"5961","32","129808","MillisecondsEngagedWith","1317","2022-11-14 23:02:40"
"5962","32","129808","Like","-1","2022-11-14 23:02:41"
"5963","32","134502","Like","-1","2022-11-14 23:02:43"
"5964","32","134502","MillisecondsEngagedWith","3583","2022-11-14 23:02:43"
"5965","32","31902","Like","-1","2022-11-14 23:02:45"
"5966","32","31902","MillisecondsEngagedWith","1866","2022-11-14 23:02:45"
"5967","32","33657","Like","-1","2022-11-14 23:02:47"
"5968","32","33657","MillisecondsEngagedWith","2350","2022-11-14 23:02:48"
"5969","32","44711","Like","-1","2022-11-14 23:02:49"
"5970","32","44711","MillisecondsEngagedWith","2066","2022-11-14 23:02:50"
"5971","32","50747","MillisecondsEngagedWith","1816","2022-11-14 23:02:51"
"5972","32","69870","Like","-1","2022-11-14 23:02:55"
"5973","32","69870","MillisecondsEngagedWith","3534","2022-11-14 23:02:55"
"5974","32","70894","Like","-1","2022-11-14 23:02:57"
"5975","32","70894","MillisecondsEngagedWith","1648","2022-11-14 23:02:57"
"5976","32","79675","Like","-1","2022-11-14 23:02:58"
"5977","32","79675","MillisecondsEngagedWith","1999","2022-11-14 23:02:59"
"5978","32","94764","Like","1","2022-11-14 23:03:00"
"5979","32","94764","MillisecondsEngagedWith","1582","2022-11-14 23:03:00"
"5980","32","104174","Like","-1","2022-11-14 23:03:02"
"5981","32","104174","MillisecondsEngagedWith","1565","2022-11-14 23:03:03"
"5982","32","132513","Like","1","2022-11-14 23:03:04"
"5983","32","132513","MillisecondsEngagedWith","2300","2022-11-14 23:03:05"
"5984","32","34466","Like","-1","2022-11-14 23:03:06"
"5985","32","34466","MillisecondsEngagedWith","2115","2022-11-14 23:03:07"
"5986","32","35661","Like","-1","2022-11-14 23:03:13"
"5987","32","35661","MillisecondsEngagedWith","6018","2022-11-14 23:03:13"
"5988","32","41726","Like","-1","2022-11-14 23:03:15"
"5989","32","41726","MillisecondsEngagedWith","1915","2022-11-14 23:03:15"
"5990","32","56410","MillisecondsEngagedWith","1117","2022-11-14 23:03:16"
"5991","32","56410","MillisecondsEngagedWith","2301","2022-11-14 23:03:19"
"5992","32","61106","Like","-1","2022-11-14 23:03:20"
"5993","32","61106","MillisecondsEngagedWith","1899","2022-11-14 23:03:21"
"5994","32","64269","MillisecondsEngagedWith","1199","2022-11-14 23:03:22"
"5995","32","77641","MillisecondsEngagedWith","1166","2022-11-14 23:03:23"
"5996","32","83723","Like","1","2022-11-14 23:03:26"
"5997","32","106469","MillisecondsEngagedWith","2366","2022-11-14 23:03:27"
"5998","32","106469","Like","1","2022-11-14 23:03:28"
"5999","32","123524","MillisecondsEngagedWith","1650","2022-11-14 23:03:28"
"6000","32","123524","Like","-1","2022-11-14 23:03:30"
"6001","32","59574","Like","-1","2022-11-14 23:03:31"
"6002","32","59574","MillisecondsEngagedWith","3383","2022-11-14 23:03:32"
"6003","32","61634","Like","-1","2022-11-14 23:03:33"
"6004","32","63092","Like","-1","2022-11-14 23:03:35"
"6005","32","63092","MillisecondsEngagedWith","3881","2022-11-14 23:03:36"
"6006","32","76248","Like","1","2022-11-14 23:03:38"
"6007","32","76248","MillisecondsEngagedWith","2499","2022-11-14 23:03:38"
"6008","32","77631","MillisecondsEngagedWith","1183","2022-11-14 23:03:39"
"6009","32","99495","MillisecondsEngagedWith","5383","2022-11-14 23:03:45"
"6010","32","102326","Like","-1","2022-11-14 23:03:47"
"6011","32","102326","MillisecondsEngagedWith","1900","2022-11-14 23:03:47"
"6012","32","105515","Like","-1","2022-11-14 23:03:49"
"6013","32","105515","MillisecondsEngagedWith","1817","2022-11-14 23:03:49"
"6014","32","37147","MillisecondsEngagedWith","1350","2022-11-14 23:03:51"
"6015","32","73639","Like","1","2022-11-14 23:03:54"
"6016","32","73639","MillisecondsEngagedWith","1567","2022-11-14 23:03:54"
"6017","32","110287","MillisecondsEngagedWith","1649","2022-11-14 23:03:56"
"6018","32","119282","MillisecondsEngagedWith","1182","2022-11-14 23:03:58"
"6019","32","126415","MillisecondsEngagedWith","2901","2022-11-14 23:04:01"
"6020","32","128766","Like","1","2022-11-14 23:04:02"
"6021","32","128766","MillisecondsEngagedWith","1883","2022-11-14 23:04:02"
"6022","32","134502","MillisecondsEngagedWith","1767","2022-11-14 23:04:05"
"6023","32","135376","MillisecondsEngagedWith","1367","2022-11-14 23:04:07"
"6024","32","30860","MillisecondsEngagedWith","3518","2022-11-14 23:04:10"
"6025","32","34067","MillisecondsEngagedWith","1732","2022-11-14 23:04:12"
"6026","32","50834","MillisecondsEngagedWith","1500","2022-11-14 23:04:14"
"6027","32","55729","MillisecondsEngagedWith","1698","2022-11-14 23:04:16"
"6028","32","71645","MillisecondsEngagedWith","1352","2022-11-14 23:04:17"
"6029","32","76842","MillisecondsEngagedWith","1782","2022-11-14 23:04:19"
"6030","32","98942","Like","1","2022-11-14 23:04:22"
"6031","32","98942","MillisecondsEngagedWith","3651","2022-11-14 23:04:23"
"6032","32","100955","MillisecondsEngagedWith","1916","2022-11-14 23:04:25"
"6033","32","103061","Like","1","2022-11-14 23:04:26"
"6034","32","103061","MillisecondsEngagedWith","2665","2022-11-14 23:04:27"
"6035","32","37724","Like","-1","2022-11-14 23:04:31"
"6036","32","37724","MillisecondsEngagedWith","3701","2022-11-14 23:04:31"
"6037","32","48147","MillisecondsEngagedWith","1883","2022-11-14 23:04:33"
"6038","32","61102","MillisecondsEngagedWith","2217","2022-11-14 23:04:36"
"6039","32","74995","Like","1","2022-11-14 23:04:39"
"6040","32","74995","MillisecondsEngagedWith","3032","2022-11-14 23:04:39"
"6041","32","107517","Like","-1","2022-11-14 23:04:40"
"6042","32","113239","MillisecondsEngagedWith","1650","2022-11-14 23:04:41"
"6043","32","113239","Like","-1","2022-11-14 23:04:42"
"6044","32","130356","MillisecondsEngagedWith","1965","2022-11-14 23:04:43"
"6045","32","132974","MillisecondsEngagedWith","2268","2022-11-14 23:04:45"
"6046","32","134472","MillisecondsEngagedWith","2950","2022-11-14 23:04:48"
"6047","32","33074","Like","-1","2022-11-14 23:04:50"
"6048","32","33074","MillisecondsEngagedWith","2267","2022-11-14 23:04:50"
"6049","32","54528","MillisecondsEngagedWith","1148","2022-11-14 23:04:51"
"6050","32","66664","Like","1","2022-11-14 23:04:53"
"6051","32","66664","MillisecondsEngagedWith","1703","2022-11-14 23:04:53"
"6052","32","79517","MillisecondsEngagedWith","1331","2022-11-14 23:04:55"
"6053","32","85795","Like","1","2022-11-14 23:04:56"
"6054","32","85795","MillisecondsEngagedWith","1499","2022-11-14 23:04:56"
"6055","32","111551","Like","1","2022-11-14 23:04:57"
"6056","32","111551","MillisecondsEngagedWith","1616","2022-11-14 23:04:58"
"6057","32","112704","Like","1","2022-11-14 23:05:01"
"6058","32","112704","MillisecondsEngagedWith","3983","2022-11-14 23:05:02"
"6059","32","126402","Like","1","2022-11-14 23:05:03"
"6060","32","126402","MillisecondsEngagedWith","1614","2022-11-14 23:05:03"
"6061","32","126526","MillisecondsEngagedWith","1350","2022-11-14 23:05:05"
"6062","32","127233","Like","1","2022-11-14 23:05:06"
"6063","32","127233","MillisecondsEngagedWith","1548","2022-11-14 23:05:06"
"6064","32","30473","MillisecondsEngagedWith","1467","2022-11-14 23:05:08"
"6065","32","35549","MillisecondsEngagedWith","1532","2022-11-14 23:05:09"
